URL of Story,Headline,Media Outlet,Publication Date,Conflicts,Entered by,Pub Status,Internal Notes,Notes,Created,Internal Review,Conflict Review (HN)
https://www.cnn.com/2018/11/21/politics/trump-org-braces-for-dems/index.html,The President's company braces for Democratic investigations,CNN,2018-11-21,"Donald J. Trump Foundation,The Trump Organization",Bob Goldstraw,Approved,,,,,
https://www.cnn.com/2018/11/23/opinions/why-house-democrats-must-vigorously-investigate-trump-zelizer/index.html,Why House Democrats must vigorously investigate Trump,CNN,2018-11-23,The Trump Organization,Bob Goldstraw,Rejected,OPINION,,,,
https://www.cnn.com/2018/11/26/politics/trump-foundation-filing/index.html,Newly released filings show Trump company transfers to his charity in 2017,CNN,2018-11-26,"Donald J. Trump Foundation,Trump National Golf Club - Westchester,The Trump Organization",Bob Goldstraw,Approved,,,,,
https://www.cnn.com/2018/11/29/politics/michael-cohen-guilty-plea-misleading-congress/index.html,"Michael Cohen pleads guilty, says he lied about Trump's knowledge of Moscow project",CNN,2018-11-29,"Michael Cohen,Trump Tower Moscow,The Trump Organization",Bob Goldstraw,Approved,,,,,
https://www.nbcnews.com/politics/donald-trump/trump-s-new-russia-deal-defense-it-was-just-business-n941856,Trump's new Russia deal defense: Just business as usual,NBC,2018-11-29,,Bob Goldstraw,Approved,The nixed Moscow Trump Tower project may have violated emoluments clause. LW: It definitely is something worth us tracking here.,,,,
https://www.washingtonpost.com/politics/we-will-be-in-moscow-the-story-of-trumps-30-year-quest-to-expand-his-brand-to-russia/2018/11/29/91f9f100-f3f4-11e8-aeea-b85fd44449f5_story.html?noredirect=on&utm_term=.72867fe51cbb,‘We will be in Moscow’: The story of Trump’s 30-year quest to expand his brand to Russia,Washington Post,2018-11-29,"The Trump Organization,Trump Tower Moscow",Lynn Walsh,Approved,,,,,
https://amp.cnn.com/cnn/2018/11/29/politics/donald-trump-jr-cohen-trump-organization/index.html,"Donald Trump Jr., Trump Org. in spotlight after Cohen plea",CNN,2018-11-29,"The Trump Organization,Michael Cohen,Trump Tower Moscow",Lynn Walsh,Approved,,,,,
https://www.buzzfeednews.com/article/anthonycormier/the-trump-organization-planned-to-give-vladimir-putin-the,The Trump Organization Planned To Give Vladimir Putin The $50 Million Penthouse In Trump Tower Moscow,BuzzFeed,2018-11-29,"The Trump Organization,Michael Cohen,Trump Tower Moscow",Lynn Walsh,Approved,,,,,
https://www.buzzfeednews.com/article/anthonycormier/trump-moscow-micheal-cohen-felix-sater-campaign,Trump Moscow: The Definitive Story Of How Trump’s Team Worked The Russian Deal During The Campaign,BuzzFeed,2018-05-17,"The Trump Organization,Michael Cohen,Trump Tower Moscow",Lynn Walsh,Approved,,,,,
https://www.washingtonpost.com/amphtml/opinions/2018/11/29/another-conflict-interest-trump-hotel/?noredirect=on,Another conflict of interest at a Trump hotel?,Washington Post,2018-11-29,Trump Chicago,Lynn Walsh,Approved,"20190206 HN: Removed Trump Chicago Commercial and Trump Chicago Hotel Manager from conflict assignments. After some edits to the friendly names, related entities are now bundled into ""Trump Chicago,"" making the other two friendly names moot.  ",,,,
https://pagesix.com/2018/11/19/jared-and-josh-kushner-buying-luxe-lower-east-side-hotel/,Jared and Josh Kushner buying luxe Lower East Side hotel,New York Post,2018-11-19,Kushner Companies,Lynn Walsh,Approved,,,,,
https://www.cnn.com/2018/11/23/politics/trump-foundation-new-york-state-lawsuit/index.html,"NY AG's lawsuit against Trump foundation can proceed, judge says",CNN,2018-11-24,Donald J. Trump Foundation,Lynn Walsh,Approved,,,,,
https://www.buzzfeednews.com/article/emmaloop/house-intelligence-committee-will-investigate-trump?ref=bfnsplash&utm_term=4ldqpho,The House Intelligence Committee Will Investigate Trump’s Company’s Plan To Give Putin A $50 Million Penthouse,BuzzFeed,2018-11-29,"The Trump Organization,Trump Tower Moscow",Lynn Walsh,Approved,,,,,
http://fortune.com/2018/11/29/fbi-raids-trump-tax-attorney-chicago/,FBI Raids Trump's Former Chicago Tax Attorney Who Saved the President $14 Million in Property Taxes,Fortune,2018-11-29,,Lynn Walsh,To Discuss,@Lynn Walsh I'm not sure why this one is marked To Discuss. ,,,,
https://www.nytimes.com/2018/11/29/business/deutsche-bank-money-laundering-raid.html#click=https://t.co/SK9NdSKEhl,Deutsche Bank Offices Are Searched in Money Laundering Investigation,New York Times,2018-11-29,Deutsche Bank,Lynn Walsh,Approved,,,,,
https://amp.usatoday.com/amp/2119341002,Russia inquiry: House Democrats aim to unmask Trump Jr.’s blocked call,USA TODAY,2018-11-27,"Trump Tower Commercial,Trump Tower Condominium",Lynn Walsh,Approved,,,,,
https://www.nytimes.com/2018/11/29/us/politics/trump-cohen-russia-sanctions.html,Did a Real Estate Project Influence Trump’s View of Russia Sanctions?,New York Times,2018-11-29,"The Trump Organization,Trump Tower Moscow",Lynn Walsh,Approved,,,,,
https://www.washingtonpost.com/politics/2018/12/03/president-trumps-misleading-statements-trump-tower-moscow-timeline/?utm_term=.75658c095727,The president’s misleading statements on Trump Tower Moscow: A timeline,Washington Post,2018-12-03,"The Trump Organization,Trump Tower Moscow",Heidi Johnson,Approved,,,,,
https://www.washingtonpost.com/politics/cohens-guilty-plea-suggests-russia-has-leverage-over-trump-top-democrat-says/2018/12/02/ac2f5e92-f65c-11e8-8d64-4e79db33382f_story.html?utm_term=.6085487cb85b,"Cohen’s guilty plea suggests Russia has ‘leverage’ over Trump, top Democrat says",Washington Post,2018-12-02,"The Trump Organization,Trump Tower Moscow,Michael Cohen",Heidi Johnson,Approved,,,,,
https://www.washingtonpost.com/national/taxpayers-cost-for-trump-jrs-business-trip-to-india-nearly-100k-documents-show/2018/11/15/1ea6153a-9f58-4718-83d8-dff80ad42f9e_story.html?utm_term=.896cb67f10b7,"Taxpayers’ cost for Trump Jr.’s business trip to India nearly $100K, documents show",Washington Post,2018-11-15,"The Trump Organization,DT India Venture,Department of Homeland Security",Heidi Johnson,Approved,"1) This is Donald Jr.
2) Not sure if I added this already.  I wish I could see what I've entered.",,,,
https://www.washingtonpost.com/politics/new-york-state-judge-allows-suit-against-trump-and-his-personal-charity-to-proceed/2018/11/23/f5674d0e-ef4f-11e8-96d4-0d23f2aaad09_story.html?utm_term=.486014441937,New York state judge allows suit against Trump and his personal charity to proceed,Washington Post,2018-11-23,Donald J. Trump Foundation,Heidi Johnson,Approved,,,,,
https://www.npr.org/2018/11/29/671996681/a-timeline-of-the-potential-trump-tower-project-in-moscow,A Timeline Of The Potential Trump Tower Project In Moscow,NPR,2018-11-29,"The Trump Organization,Trump Tower Moscow,Michael Cohen",Heidi Johnson,Approved,Not sure if this is too repetitive of the WashPo/AP article I already submitted.,,,,
https://www.npr.org/2018/11/29/671864979/trump-moscow-real-estate-talks-continued-into-presidential-run-documents-show,Michael Cohen Admits Trump Tower-Moscow Talks Continued Well Into 2016 Campaign,NPR,2018-11-29,"Trump Tower Moscow,The Trump Organization,Michael Cohen",Heidi Johnson,Approved,,,,,
https://www.washingtonpost.com/business/2-attorneys-general-to-subpoena-trump-organization-irs/2018/12/04/d20a5106-f7fd-11e8-8642-c9718a256cbd_story.html?utm_term=.0461cfe66081,"2 attorneys general to subpoena Trump Organization, Treasury",Washington Post,2018-12-04,"The Trump Organization,Old Post Office Hotel,U.S Department of Justice",Heidi Johnson,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.propublica.org/article/trump-inc-podcast-jr-secretly-invested-in-hydroponic-lettuce-company-whose-chair-was-seeking-trump-administration-funds,"Trump Jr. Invested in a Hydroponic Lettuce Company Whose Chair Was Seeking Trump Administration Funds — “Trump, Inc.” Podcast Extra",ProPublica,2018-12-04,The Trump Organization,Heidi Johnson,Approved,"12/4/2018 HJ: I'm not sure what to put as the conflict.  I feel like we need this article in the database, but not sure how to label it.",,,,
https://www.propublica.org/article/trump-inc-podcast-an-emoluments-suit-against-trump-is-moving-ahead-we-spoke-to-a-plaintiff-about-whats-next,"An Emoluments Suit Against Trump Is Moving Ahead. We Spoke to a Plaintiff About What’s Next. — “Trump, Inc.” Podcast Extra",ProPublica,2018-11-14,"The Trump Organization,U.S Department of Justice,Old Post Office Hotel",Heidi Johnson,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.
12/04/2018 HJ: Did I already enter this one????",,,,
https://www.washingtonpost.com/politics/saudi-funded-lobbyist-paid-for-500-rooms-at-trumps-hotel-after-2016-election/2018/12/05/29603a64-f417-11e8-bc79-68604ed88993_story.html?utm_term=.e00756a48e24,Saudi-funded lobbyist paid for 500 rooms at Trump’s hotel after 2016 election,Washington Post,2018-12-05,"Old Post Office Hotel,The Trump Organization,Saudi Arabia",Lynn Walsh,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://amp.cnn.com/cnn/2018/11/30/politics/house-democrats-trump-tax-returns-government-reform/index.html,House Democratic priorities in new Congress: Trump tax returns and tackling corruption,CNN,2018-11-30,"Internal Revenue Service,The Trump Organization",Lynn Walsh,Approved,,,,,
https://www.npr.org/2018/12/05/673464251/trump-emoluments-case-a-blast-of-subpoenas-and-a-politically-risky-schedule,Trump Emoluments Case: A Blast Of Subpoenas And A Politically Risky Schedule,NPR,2018-12-05,"The Trump Organization,Old Post Office Hotel,U.S Department of Justice",Lynn Walsh,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://abcnews.go.com/amp/Politics/maryland-dc-begin-issuing-subpoenas-information-trump-hotel/story?id=59610772,"Maryland, DC begin issuing subpoenas for information about Trump Hotel",ABC News,2018-12-04,"The Trump Organization,Old Post Office Hotel,U.S Department of Justice",Lynn Walsh,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.bloomberg.com/news/articles/2018-12-12/trump-s-ex-lawyer-michael-cohen-sentenced-to-3-years?cmpid=BBD121218_BIZ&utm_medium=email&utm_source=newsletter&utm_term=181212&utm_campaign=bloombergdaily,"Cohen Gets Prison, Saying His Duty Was to Hide Trump’s ‘Dirty Deeds’",Bloomberg,2018-12-12,"Michael Cohen,American Media Inc.,Stephanie Clifford (AKA Stormy Daniels)",Lynn Walsh,Approved,,,,,
https://www.cnn.com/2018/12/05/politics/trump-emoluments-case-subpoenas/index.html,"Trump Organization tax records among DC, Maryland subpoena requests",CNN,2018-12-05,"U.S Department of Justice,Old Post Office Hotel,The Trump Organization",Bob Goldstraw,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.cnn.com/2018/12/12/media/american-media-inc-southern-district-new-york/index.html,National Enquirer publisher AMI strikes deal with prosecutors in Michael Cohen probe,CNN,2018-12-12,"American Media Inc.,Michael Cohen,U.S Department of Justice",Lynn Walsh,Approved,,,,,
https://www.apnews.com/41847c1548e34d0ba8c339836b86ed93,Correction: Kushners-Opportunity Zones story,Associated Press,2018-12-12,"Kushner Companies,Cadre,Internal Revenue Service",Lynn Walsh,Approved,,,,,
https://www.nytimes.com/2018/12/08/world/middleeast/saudi-mbs-jared-kushner.html,The Wooing of Jared Kushner: How the Saudis Got a Friend in the White House,New York Times,2018-12-08,Saudi Arabia,Lynn Walsh,Approved,,,,,
https://amp.businessinsider.com/jared-kushner-covers-for-saudi-crown-prince-on-khashoggi-killing-2018-12,Jared Kushner covers for Saudi crown prince in softball Fox interview on Khashoggi killing,Business Insider,2018-12-11,Saudi Arabia,Lynn Walsh,Approved,,,,,
https://www.nytimes.com/2018/12/12/us/politics/giuliani-consulting-abroad.html,"While Working for Trump, Giuliani Courts Business Abroad",New York Times,2018-12-12,"Rudy Giuliani,Bahrain",Lynn Walsh,Approved,,,,,
https://www.citizensforethics.org/romanian-consulate-held-national-day-celebration-at-trumps-chicago-hotel-last-month/,ROMANIAN CONSULATE HELD NATIONAL DAY CELEBRATION AT TRUMP’S CHICAGO HOTEL LAST MONTH,Press Release,2018-12-06,Trump Chicago,Lynn Walsh,Approved,"20190206 HN: Removed Trump Chicago Hotel Manager from conflict assignments. After some edits to the friendly names, related entities are now bundled into ""Trump Chicago,"" making the other friendly name moot.  ",,,,
https://www.bloomberg.com/graphics/trump-administration-conflicts/?cmpid=BBD121218_BIZ&utm_medium=email&utm_source=newsletter&utm_term=181212&utm_campaign=bloombergdaily,Trump Team’s Conflicts and Scandals: An Interactive Guide,Bloomberg,2018-12-12,"The Trump Organization,Donald J. Trump Foundation,Michael Cohen",Lynn Walsh,Approved,,,,,
https://amp.usatoday.com/amp/2262446002,President Trump defends payments to women as 'private transaction',USA TODAY,2018-12-10,"U.S Department of Justice,Michael Cohen",Lynn Walsh,Approved,,,,,
https://amp.businessinsider.com/21-scandals-that-rocked-the-trump-administration-in-2018-2018-11,21 scandals that rocked the Trump administration in 2018,Business Insider,2018-12-12,"Michael Cohen,U.S Department of Justice",Lynn Walsh,Approved,,,,,
https://amp.cnn.com/cnn/2018/12/18/politics/trump-foundation-dissolve/index.html,Trump Foundation agrees to dissolve under court supervision,CNN,2018-12-18,Donald J. Trump Foundation,Lynn Walsh,Approved,,,,,
https://www.cnn.com/2018/12/12/politics/trump-kushner-opportunity-zone/index.html,"White House boosts tax break that's attracted Kushner, Scaramucci and other wealthy investors",CNN,2018-12-12,"Kushner Companies,Cadre",Bob Goldstraw,Approved,,,,,
https://www.nbcnews.com/politics/donald-trump/incoming-new-york-attorney-general-plans-wide-ranging-investigations-trump-n946706,Incoming New York attorney general plans wide-ranging investigations of Trump and family,NBC,2018-12-12,"Donald J. Trump Foundation,The Trump Organization",Bob Goldstraw,Approved,,,,,
https://www.nbcnews.com/politics/first-read/trump-s-russia-dealings-represented-enormous-conflict-interest-2016-n942101,Trump's Russia dealings represented an enormous conflict of interest in 2016,NBC,2018-11-30,"Trump Tower Moscow,The Trump Organization",Bob Goldstraw,Approved,,,,,
https://www.nbcnews.com/politics/donald-trump/schiff-said-he-wants-obtain-trump-s-deutsche-bank-records-n948541,Schiff explains why he wants to obtain Trump's Deutsche Bank records,NBC,2018-12-16,"Deutsche Bank,The Trump Organization",Bob Goldstraw,Approved,,,,,
https://www.cnn.com/2018/12/14/politics/trump-emoluments-evidence/index.html,Trump lawyers seek to pause evidence collection in foreign gifts lawsuit,CNN,2018-12-14,"U.S Department of Justice,Old Post Office Hotel,The Trump Organization",Bob Goldstraw,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.cnn.com/2018/12/13/politics/trump-inauguration-spending-investigation/index.html,"Trump inaugural committee under criminal investigation, sources say",CNN,2018-12-15,Trump Inaugural Committee,Bob Goldstraw,Approved,LW: yes! I assume the Inaugural Committee can be a conflict related entity?,,,,
https://www.washingtonpost.com/politics/mounting-legal-threats-surround-trump-as-nearly-every-organization-he-has-led-is-under-investigation/2018/12/15/4cfb4482-ffbb-11e8-862a-b6a6f3ce8199_story.html?utm_term=.c506a16783ad,Mounting legal threats surround Trump as nearly every organization he has led is under investigation,Washington Post,2018-12-15,"The Trump Organization,Donald J. Trump Foundation,Trump Inaugural Committee",Heidi Johnson,Approved,,,,,
https://www.washingtonpost.com/business/business-highlights/2018/12/04/c839b0b6-f818-11e8-8642-c9718a256cbd_story.html?utm_term=.275c3412e24b,"2 attorneys general to subpoena Trump Organization, IRS",Politico,2018-12-04,"The Trump Organization,Internal Revenue Service,U.S Department of Justice",Heidi Johnson,Approved,"12/19/2018 HJ: I'm not sure if it's too confusing to have a news brief in here, since the relevant section is a bit buried; I'll leave you to decide that.",,,,
https://www.washingtonpost.com/business/ap-ivanka-kushner-could-profit-from-tax-break-they-pushed/2018/12/11/a95d791a-fda5-11e8-a17e-162b712e8fc2_story.html?utm_term=.f25be6d735f8,"AP: Ivanka, Kushner could profit from tax break they pushed",Washington Post,2018-12-12,"Kushner Companies,Internal Revenue Service,Cadre",Heidi Johnson,Approved,,,,,
https://www.washingtonpost.com/business/economy/attorneys-general-issue-subpoenas-to-trump-entities-in-dc-hotel-case/2018/12/04/29e13dc0-f4db-11e8-bc79-68604ed88993_story.html?utm_term=.7ae058b29dab,"D.C., Maryland begin seeking Trump financial documents in case related to his D.C. hotel",Washington Post,2018-12-04,"The Trump Organization,Old Post Office Hotel",Heidi Johnson,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.
12/19/2018 HJ: Did I enter this one already?",,,,
https://www.washingtonpost.com/politics/romanian-consulate-event-at-trump-hotel-in-chicago-draws-scrutiny/2018/12/12/1cef8910-fd68-11e8-862a-b6a6f3ce8199_story.html?utm_term=.a1345d378ba7,Romanian Consulate event at Trump hotel in Chicago draws scrutiny,Washington Post,2018-12-12,Trump Chicago,Heidi Johnson,Approved,"20190206 HN: Removed Trump Chicago Hotel Manager from conflict assignments. After some edits to the friendly names, related entities are now bundled into ""Trump Chicago,"" making the other friendly name moot.  ",,,,
https://www.propublica.org/article/trump-inc-podcast-trumps-inauguration-paid-trumps-company-with-ivanka-in-the-middle,Trump’s Inauguration Paid Trump’s Company — With Ivanka in the Middle,ProPublica,2018-12-14,"The Trump Organization,Old Post Office Hotel",Heidi Johnson,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.npr.org/2018/12/05/673464251/trump-emoluments-case-a-blast-of-subpoenas-and-a-politically-risky-schedule,Trump Emoluments Case: A Blast Of Subpoenas And A Politically Risky Schedule,NPR,2018-12-05,"The Trump Organization,Old Post Office Hotel,U.S Department of Justice",Heidi Johnson,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.nytimes.com/2018/12/15/us/politics/trump-tenants-taxes.html,"As the Trumps Dodged Taxes, Their Tenants Paid a Price",New York Times,2018-12-15,The Trump Organization,Lynn Walsh,Approved,,,,,
https://www.wsj.com/articles/trump-inauguration-spending-under-criminal-investigation-by-federal-prosecutors-11544736455,Trump Inauguration Spending Under Criminal Investigation by Federal Prosecutors,Wall Street Journal,2018-12-13,Trump Inaugural Committee,Lynn Walsh,Approved,,,,,
https://mobile.reuters.com/article/amp/idUSKCN1OJ30R,U.S. appeals court grants Trump request for halt to emoluments case,Reuters,2018-12-20,"U.S Department of Justice,The Trump Organization,Old Post Office Hotel",Lynn Walsh,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.nbcnews.com/politics/justice-department/trump-was-room-during-hush-money-discussions-nbc-news-confirms-n947536?cid=sm_npd_nn_tw_ma,Trump was in the room during hush money discussions with tabloid publisher,NBC,2018-12-13,"Michael Cohen,American Media Inc.",Lynn Walsh,Approved,,,,,
https://abcnews.go.com/Politics/democrats-probe-trump-organization-projects-dominican-republic-globe/story?id=59899325,"Democrats will probe Trump Organization projects in Dominican Republic, around the globe",ABC News,2018-12-19,"The Trump Organization,Cap Cana",Lynn Walsh,Approved,,,,,
https://amp.cnn.com/cnn/2018/12/16/politics/rudy-giuliani-trump-tower/index.html,Giuliani indicates conversations with Trump on Trump Tower Moscow occurred later than previously known,CNN,2018-12-17,"Trump Tower Moscow,Trump International Development,Trump International Management,The Trump Organization,Trump International Hotels Management D/B/A Trump Hotel Collection",Lynn Walsh,Approved,,,,,
https://amp.cnn.com/cnn/2018/12/19/politics/rudy-giuliani-moscow-trump-tower/index.html,Giuliani: 'I was wrong' to say Trump hadn't signed letter of intent for Trump Tower Moscow,CNN,2018-12-19,"The Trump Organization,Trump Tower Moscow,Trump International Development,Trump International Hotels Management D/B/A Trump Hotel Collection,Trump International Management",Lynn Walsh,Approved,,,,,
https://www.cnn.com/2018/12/20/politics/kushner-white-house-foia/index.html,Bureaucrats flagged White House on questions about Kushner. A judge says that's not normal,CNN,2018-12-21,Kushner Companies,Bob Goldstraw,Approved,,,,,
https://www.washingtonpost.com/local/legal-issues/federal-appeals-court-temporarily-blocks-discovery-in-trump-emoluments-lawsuit/2018/12/21/d8ec36d2-0537-11e9-9122-82e98f91ee6f_story.html?utm_term=.875ed5365f09,Federal appeals court temporarily blocks discovery in Trump emoluments lawsuit,Washington Post,2018-12-21,"The Trump Organization,Old Post Office Hotel",Heidi Johnson,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.ajc.com/news/national/judge-lets-people-suing-trump-keep-their-names-off-lawsuit/3xn0rpLSjF0llnEIiwIo6I/,Judge lets people suing Trump keep their names off lawsuit,Associated Press,2018-12-20,"The Trump Organization,Celebrity Apprentice",Heidi Johnson,Approved,,,,,
https://www.washingtonpost.com/business/profiting-off-presidency-trump-biz-takes-hit-since-election/2018/12/23/22405e96-06bc-11e9-8942-0ef442e59094_story.html?utm_term=.76b5c2e1c493,Profiting off presidency? Trump biz takes hit since election,Washington Post,2018-12-23,"The Trump Organization,Old Post Office Hotel",Heidi Johnson,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.washingtonpost.com/politics/trump-lashes-out-at-new-york-ag-who-sued-his-foundation/2018/12/19/36f0ee16-039f-11e9-9122-82e98f91ee6f_story.html?utm_term=.2df25a544a51,Trump lashes out at New York attorney general who sued his foundation,Washington Post,2018-12-19,Donald J. Trump Foundation,Heidi Johnson,Approved,,,,,
https://www.nytimes.com/2019/01/03/us/trump-golf-club-illegal-immigrant-employee.html,Undocumented Worker Says Trump Resort Shielded Her From Secret Service,New York Times,2019-01-03,"The Trump Organization,Trump International Golf Club",Lynn Walsh,Approved,,,,,
https://abcnews.go.com/amp/Business/wireStory/kushners-buying-4th-jersey-property-tax-break-zone-59943879,Kushners buying 4th New Jersey property in tax-break zone,ABC News,2018-12-20,"Kushner Companies,Internal Revenue Service",Lynn Walsh,Approved,,,,,
https://thehill.com/homenews/administration/423605-old-post-office-tower-on-trump-property-to-reopen-during-shutdown?amp,Old Post Office tower on Trump property to remain open during shutdown,The Hill,2019-01-02,Old Post Office Hotel,Lynn Walsh,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://amp.businessinsider.com/ivanka-trump-jared-kushner-net-worth-2019-1,How Ivanka Trump and Jared Kushner built their $1.1 billion fortune and how they spend it,Business Insider,2019-01-01,"Kushner Companies,Cadre,Ivanka Trump Business Trust,Ivanka Trump Marks,Ivanka Trump brand,The Trump Organization",Lynn Walsh,Approved,,,,,
https://www.nytimes.com/interactive/2018/12/17/us/politics/trump-emoluments-money.html?mtrref=undefined,Trump Still Makes Money From His Properties. Is This Constitutional?,New York Times,2018-12-17,The Trump Organization,Lynn Walsh,Approved,,,,,
https://thehill.com/blogs/blog-briefing-room/news/423397-people-paid-1k-per-ticket-for-nye-mar-a-lago-party-trump-missed,Guests paid $1K per ticket for Mar-a-Lago New Year's Eve party Trump missed due to shutdown,The Hill,2019-01-01,Mar-A-Lago Club,Lynn Walsh,Approved,,,,,
https://www.rollingstone.com/politics/politics-news/trump-mar-a-lago-new-year-eve-party-shutdown-773385/amp/,Taxpayers Are Subsidizing Mar-a-Lago’s New Year’s Eve Party Despite Trump’s Shutdown,Rolling Stone,2018-12-28,"Mar-A-Lago Club,Department of Homeland Security",Lynn Walsh,Approved,,,,,
https://www.cnn.com/2019/01/04/politics/crew-ivanka-trump-opportunity-zones/index.html?no-st=1547064884,Watchdog claims Ivanka Trump violated conflict of interest law with involvement in 'opportunity zones' program,CNN,2019-01-04,"Internal Revenue Service,Kushner Companies",Lynn Walsh,Approved,,,,,
https://www.apnews.com/a92b044703354064a34217492c5a0923,Shutdown spares federal park rangers at site in Trump hotel,Associated Press,2019-01-04,"General Services Administration,The Trump Organization,National Park Services,Old Post Office Hotel",Lynn Walsh,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.bloomberg.com/news/articles/2019-01-09/china-s-biggest-bank-said-to-reduce-space-at-nyc-s-trump-tower,China’s Biggest Bank to Reduce Its Space at Trump Tower,Bloomberg,2019-01-09,"Trump Tower Commercial,Trump Tower Managing Member,The Trump Organization,Bank of China",Lynn Walsh,Approved,,,,,
https://www.nytimes.com/2019/01/11/us/politics/fbi-trump-russia-inquiry.html," F.B.I. Opened Inquiry Into Whether Trump Was Secretly Working on Behalf of Russia Following President Trump’s firing of James B. Comey as F.B.I. director, the bureau grew increasingly concerned about whether the president’s actions constituted anti-American activity. Credit Sarah Silbiger/The New York Times   Image",New York Times,2019-01-11,FBI,Lynn Walsh,Approved,,,,,
https://www.washingtonpost.com/business/economy/trumps-sons-are-running-the-business--and-their-big-hotel-expansion-is-at-a-standstill/2019/01/03/d7016168-f96a-11e8-8c9a-860ce2a8148f_story.html?utm_term=.836bed545c44,Trump’s sons are running the business — and their big hotel expansion is at a standstill,Washington Post,2019-01-04,"The Trump Organization,American Idea,Scion",Heidi Johnson,Approved,,,,,
https://www.washingtonpost.com/politics/shutdown-spares-federal-park-rangers-at-site-in-trump-hotel/2019/01/04/c72a618c-1075-11e9-8f0c-6f878a26288a_story.html?utm_term=.5e79e0768dbb,Shutdown spares federal park rangers at site in Trump hotel,Washington Post,2019-01-04,"The Trump Organization,Old Post Office Hotel,National Park Services",Heidi Johnson,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.npr.org/2019/01/10/683638056/shutdown-shutters-many-d-c-tourist-attractions-but-not-the-one-in-trumps-hotel,Shutdown Shutters Many D.C. Tourist Attractions — But Not The One In Trump's Hotel,NPR,2019-01-10,"The Trump Organization,Old Post Office Hotel,National Park Services",Heidi Johnson,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://the1a.org/shows/2019-01-03/jeffrey-toobin-crossing-trumps-red-line,How Far Into President Trump’s Finances Will Democrats Dig?,NPR,2019-01-03,The Trump Organization,Heidi Johnson,Approved,,,,,
https://www.cnn.com/2019/01/16/politics/trump-hotel-gsa-inspector-general/index.html,"GSA ignored constitutional issues raised by Trump's interest in DC hotel, report says",CNN,2019-01-16,Old Post Office Hotel,Bob Goldstraw,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
