URL of Story,Headline,Media Outlet,Publication Date,Conflicts,Entered by,Pub Status,Internal Notes,Notes,Created,Internal Review,Conflict Review (HN)
https://www.cnn.com/2019/01/11/politics/trump-organization-oversight-passantino/index.html,Trump Organization hires former White House ethics lawyer to handle Hill investigations,CNN,2019-01-11,The Trump Organization,Bob Goldstraw,Approved,,,,,
https://www.washingtonpost.com/politics/donald-trumps-demand-for-a-border-wall-shut-down-the-government-at-the-same-time-his-company-was-firing-undocumented-workers/2019/01/26/8cf75d66-20c5-11e9-8e21-59a09ff1e2a1_story.html?utm_term=.d0875a750cee ,Trump’s golf course employed undocumented workers — and then fired them amid showdown over border wall,Washington Post,2019-01-26,"Trump Golf Management,Trump National Golf Club - Westchester,Trump International Golf Club,The Trump Organization,Department of Homeland Security",Lynn Walsh,Approved,,,,,
https://www.cnn.com/2019/01/29/politics/trump-golf-clubs-undocumented-workers-congress/index.html,Undocumented former Trump workers ask Congress for protection,CNN,2019-01-30,"Department of Homeland Security,The Trump Organization,Trump National Golf Club - Westchester,Trump International Golf Club",Lynn Walsh,Approved,,,,,
https://www.cbsnews.com/amp/news/ivanka-trump-receives-5-trademarks-from-china-amid-trade-talks/,Ivanka Trump receives 5 trademarks from China amid trade talks,CBS News,2019-01-21,"Ivanka Trump brand,Ivanka Trump Marks,Ivanka Trump Fine Jewelry,China Trademark",Lynn Walsh,Approved,,,,,
https://www.citizensforethics.org/presidential-profiteering-trumps-conflicts-got-worse/,PRESIDENTIAL PROFITEERING: TRUMP’S CONFLICTS GOT WORSE IN YEAR TWO,Citizens for Responsibility and Ethics in Washington (CREW),,"The Trump Organization,Trump International Hotels Management D/B/A Trump Hotel Collection,Old Post Office Hotel",Lynn Walsh,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.forbes.com/sites/nathanvardi/2019/01/31/ryan-williams-30-started-a-revolutionary-800m-fintech-but-can-he-escape-his-kushner-trump-connection/amp/,"Ryan Williams, 30, Started A Revolutionary $800M Fintech. But Can He Escape His Kushner-Trump Connection?",Forbes,2019-01-31,Cadre,Lynn Walsh,Approved,,,,,
https://www.businessinsider.com/how-many-trump-towers-are-there-2019-1,Trump's former plan to build a tower in Moscow is under scrutiny. Here are all the Trump Towers that have been built.,Business Insider,2019-01-24,"Trump Tower Moscow,DT Tower I,DT Tower II,Trump Tower Commercial,The Trump Organization,Trump Panama",Lynn Walsh,Approved,,,,,
https://www.buzzfeednews.com/article/zoetillman/gsa-watchdog-constitutional-questions-trump-hotel-dc,The GSA’s Watchdog Said Officials “Ignored” Constitutional Questions Around The Trump Hotel Project,BuzzFeed,2019-01-16,"General Services Administration,Old Post Office Hotel,The Trump Organization",Lynn Walsh,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.washingtonpost.com/politics/a-place-i-feel-very-comfortable-t-mobile-executives-seeking-government-approval-for-merger-stayed-at-trumps-hotel-repeatedly/2019/01/15/6a114d3e-142c-11e9-b6ad-9cfd62dbb0a8_story.html?noredirect=on&utm_term=.81d60f58d2a3,"T-Mobile announced a merger needing Trump administration approval. The next day, 9 executives had reservations at Trump’s hotel.",Washington Post,2019-01-16,"Old Post Office Hotel,The Trump Organization,T-Mobile",Lynn Walsh,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,checked
https://www.cnn.com/2019/02/04/politics/sdny-subpoena-trump-inauguration-committee/index.html,Federal prosecutors subpoena Trump inaugural committee,CNN,2019-02-05,Trump Inaugural Committee,Bob Goldstraw,Approved,,,,,
https://www.cnn.com/2019/01/23/politics/house-foreign-affairs-committee-investigation-trump-business/index.html,House Foreign Affairs plans probe into whether Trump's businesses impact foreign policy decisions,CNN,2019-01-23,"The Trump Organization,Saudi Arabia",Bob Goldstraw,Approved,Article deals broadly with possible business dealings with Russia and Saudi Arabia and planned congressional investigations regarding.,,,,
https://www.cnn.com/2019/01/24/politics/house-investigations-deutsche-bank-trump-organization/index.html,House Democrats zero in on Deutsche Bank,CNN,2019-01-25,Deutsche Bank,Bob Goldstraw,Approved,,,,,
https://www.cnn.com/2019/02/05/politics/new-york-federal-prosecutors-trump-organization-executives/index.html,New York federal prosecutors seek interviews with Trump Organization executives,CNN,2019-02-05,"Trump Inaugural Committee,The Trump Organization",Bob Goldstraw,Approved,,,,,
https://www.washingtonpost.com/politics/federal-agency-improperly-ignored-constitutional-concerns-before-allowing-trump-to-lease-building-for-his-hotel-internal-watchdog-says/2019/01/16/9488548a-19cd-11e9-9ebf-c5fed1b7a081_story.html?utm_term=.1ffdfcd1a40d,"Federal agency ‘improperly’ ignored constitutional concerns before allowing Trump to keep lease to his hotel, internal watchdog says",Washington Post,2019-01-16,"Old Post Office Hotel,The Trump Organization,General Services Administration",Heidi Johnson,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.washingtonpost.com/politics/7-key-questions-about-what-president-trumps-company-faces-in-2019/2019/01/07/ad87c4aa-0d2c-11e9-831f-3aa2c2be4cbd_story.html?utm_term=.58faa63e4d51,7 key questions about what President Trump’s company faces in 2019,Washington Post,2019-01-08,"The Trump Organization,Old Post Office Hotel,Mar-A-Lago Club,Trump National Golf Club - Westchester,Trump Panama,Trump Scotland (Aberdeen and Turnberry),Trump Ireland (Doonbeg)",Heidi Johnson,Approved,"2/5/2019 HJ: Please check whether I already posted this one.
2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.washingtonpost.com/business/2019/01/25/heres-why-historic-site-remained-open-trump-hotel-despite-government-shutdown/?utm_term=.4cce4cbde036,Here’s why a historic site remained open at Trump’s hotel despite the government shutdown,Washington Post,2019-01-25,Old Post Office Hotel,Heidi Johnson,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.washingtonpost.com/politics/2019/02/05/big-investigations-trump-explained/?utm_term=.49dd49d689da,"The 7 big investigations of Trump, explained",Washington Post,2019-02-05,The Trump Organization,Heidi Johnson,Approved,,,,,
https://www.npr.org/2019/01/16/685977471/federal-watchdog-finds-government-ignored-emoluments-clause-with-trump-hotel,Federal Watchdog Finds Government Ignored Emoluments Clause With Trump Hotel,NPR,2019-01-16,"The Trump Organization,Old Post Office Hotel",Heidi Johnson,Approved,"2-6-19 HN: The Trump International Hotel DC friendly name has been replaced by Old Post Office Hotel. I'm replacing the conflict tags for all stories, and deleting Trump International Hotel DC from the friendly name table.",,,,
https://www.cnn.com/2019/02/06/politics/house-intelligence-transcripts-mueller/index.html,House intelligence chair announces sweeping investigation into Trump's finances and Russia,CNN,2019-02-06,The Trump Organization,Bob Goldstraw,Approved,This is too broad in its scope at this point to narrow down to specific potential conflicts of interest.,,,,
https://www.washingtonpost.com/video/politics/whitaker-defends-doj-defense-of-trump-in-emoluments-cases/2019/02/08/4023a179-6281-4c64-9f38-37548564e02b_video.html?utm_term=.744c9bfacf71,Whitaker defends DOJ defense of Trump in emoluments cases,Washington Post,2019-02-08,The Trump Organization,Heidi Johnson,Approved,,,,,
https://www.propublica.org/article/trump-inc-new-evidence-emerges-of-possible-wrongdoing-by-trump-inaugural-committee,New Evidence Emerges of Possible Wrongdoing by Trump Inaugural Committee,ProPublica,2019-02-08,"Old Post Office Hotel,Trump Inaugural Committee",Heidi Johnson,Approved,,,,,
https://www.vanityfair.com/news/2019/02/qatar-666-5th-ave-jared-kushner/amp,"Qatar Shocked, Shocked to Learn It Accidentally Bailed Out Jared Kushner",Vanity Fair,2019-02-12,666 Fifth Ave,Lynn Walsh,Approved,,,,,
https://www.wnycstudios.org/story/trump-inc-inauguration-chief-tom-barracks-rules-success,Trump Inauguration Chief Tom Barrack’s ‘Rules for Success’,ProPublica,2019-02-20,Trump Inaugural Committee,Lynn Walsh,Approved,,,,,
https://www.washingtonpost.com/amphtml/politics/2019/02/05/trumps-travel-mar-a-lago-alone-likely-cost-taxpayers-more-than-million/,Trump’s travel to Mar-a-Lago alone probably cost taxpayers more than $64 million,Washington Post,2019-02-05,"Mar-A-Lago Club,U.S. Department of Defense",Lynn Walsh,Approved,,,,,
https://amp.usatoday.com/amp/2748260002,"Trump picks golf club, Mar-a-Lago members as ambassadors",USA TODAY,2019-02-10,Mar-A-Lago Club,Lynn Walsh,Approved,,,,,
https://www.newsweek.com/donald-trump-emoluments-clause-golf-1317200,DONALD TRUMP'S SCOTLAND GOLF COURSES SUBPOENAED TO OBTAIN FINANCIAL RECORDS OVER POTENTIAL EMOLUMENTS CLAUSE VIOLATION,Newsweek,2019-02-04,Trump Scotland (Aberdeen and Turnberry),Lynn Walsh,Approved,,,,,
https://www.cbsnews.com/amp/news/ivanka-trump-receives-5-trademarks-from-china-amid-trade-talks/,Ivanka Trump receives 5 trademarks from China amid trade talks,CBS News,2019-01-21,Ivanka Trump brand,Lynn Walsh,Approved,,,,,
https://www.citizensforethics.org/presidential-profiteering-trumps-conflicts-got-worse/,PRESIDENTIAL PROFITEERING: TRUMP’S CONFLICTS GOT WORSE IN YEAR TWO,Citizens for Responsibility and Ethics in Washington (CREW),,The Trump Organization,Lynn Walsh,Approved,,,,,
https://www.businessinsider.com/how-many-trump-towers-are-there-2019-1,Trump's former plan to build a tower in Moscow is under scrutiny. Here are all the Trump Towers that have been built.,Business Insider,2019-01-24,"The Trump Organization,Trump International Hotels Management D/B/A Trump Hotel Collection",Lynn Walsh,Approved,,,,,
https://www.cnbc.com/2019/02/19/trump-wanted-prosecutor-in-charge-of-stormy-daniels-hush-money-probe.html,Trump reportedly wanted top federal prosecutor in charge of probing Stormy Daniels hush money affair — even after the former Giuliani partner recused,NBC,2019-02-20,"Stephanie Clifford (AKA Stormy Daniels),Michael Cohen,U.S Department of Justice",Bob Goldstraw,Approved,,,,,
https://www.cnn.com/2019/02/19/politics/house-oversight-michael-flynn-investigations/index.html,Dems to investigate Flynn-backed efforts to bring nuclear power to Saudis,CNN,2019-02-19,Saudi Arabia,Bob Goldstraw,Approved,,,,,
https://www.nbcnews.com/politics/congress/cummings-says-new-evidence-shows-trump-attorneys-may-have-misled-n972341,Cummings says new evidence shows Trump attorneys may have misled ethics officials,NBC,2019-02-15,"Stephanie Clifford (AKA Stormy Daniels),Michael Cohen,Office of Government Ethics",Bob Goldstraw,Approved,,,,,
https://www.washingtonpost.com/business/economy/trump-organization-reports-small-bump-in-foreign-government-profits-in-2018/2019/02/24/b49f3b6c-3872-11e9-a2cd-307b06d0257b_story.html?utm_term=.93e25f3960b7,Trump Organization reports small bump in foreign government profits in 2018,Washington Post,2019-02-25,"The Trump Organization,Old Post Office Hotel",Heidi Johnson,Approved,"02/26/2019 HN: ""The Trump International Hotel DC” is now consolidated with “Old Post Office Hotel” 
02/26/2019 HJ: The Trump International Hotel DC has vanished from my list of conflicts.  Not sure where that went.",,,,
https://www.washingtonpost.com/politics/7-key-questions-about-what-president-trumps-company-faces-in-2019/2019/01/07/ad87c4aa-0d2c-11e9-831f-3aa2c2be4cbd_story.html?utm_term=.db9aa193b4aa,7 key questions about what President Trump’s company faces in 2019,Washington Post,2019-02-20,The Trump Organization,Heidi Johnson,Approved,"3/4/2019 HN: This came in without any tags. I'm leaving it as just The Trump Organization rather than getting granular, because it's really more of a roundup that mentions a ton of businesses but doesn't break any news to advance the story on them. (I've also saved this link as an article worth mining for any important stories we may have missed.) ",,,,checked
https://www.washingtonpost.com/politics/2019/02/20/matthew-whitakers-testimony-about-trump-trying-influence-cohen-probe-was-weird-now-we-might-know-why/?utm_term=.1c64288d2109,Matthew Whitaker’s testimony about Trump trying to influence the Cohen inquiry was cagey. Now we might know why.,Washington Post,2019-02-20,"The Trump Organization,Michael Cohen",Heidi Johnson,Rejected,"This is an ""analysis"" which really is an opinion piece.",,,,
https://www.propublica.org/article/trump-inc-podcast-trump-inauguration-chief-tom-barrack-rules-for-success,"Trump Inauguration Chief Tom Barrack’s “Rules for Success” — “Trump, Inc.” Podcast",ProPublica,2019-02-20,"The Trump Organization,Trump Inaugural Committee,Internal Revenue Service",Heidi Johnson,Approved,,,,,
https://www.nbcnews.com/politics/congress/house-democrats-prepare-effort-request-trump-tax-returns-n978246,House Democrats prepare case to request Trump tax returns,NBC,2019-03-01,The Trump Organization,Bob Goldstraw,Approved,,,,,
https://www.cnn.com/2019/02/28/politics/cohen-hearing-interviews-house-oversight/index.html,"House Oversight to pursue interviews with Trump family members, close associates",CNN,2019-02-28,The Trump Organization,Bob Goldstraw,Approved,,,,,
https://www.nbcnewyork.com/news/national-international/Trump-Organization-Says-It-Donated-Profits-From-Foreign-Government-to-Treasury-506336831.html,Trump Organization Says It Donated Profits From Foreign Government to Treasury,NBC,2019-02-25,"The Trump Organization,Old Post Office Hotel,U.S. Treasury Department",Bob Goldstraw,Approved,,,,,
http://cnnphilippines.com/world/2019/02/07/House-intelligence-chair-Adam-Schiff-Donald-Trump-Russia.html,"U.S. House intelligence chair announces sweeping probe into Trump's finances, Russia",CNN,2019-02-07,The Trump Organization,Bob Goldstraw,Approved,,,,,
https://www.cnn.com/2019/01/24/politics/house-investigations-deutsche-bank-trump-organization/index.html,House Democrats zero in on Deutsche Bank,CNN,2019-01-25,"The Trump Organization,Deutsche Bank",Bob Goldstraw,Approved,,,,,
https://www.cnn.com/politics/live-news/michael-cohen-testimony/index.html,Michael Cohen testifies before Congress,CNN,2019-02-27,"The Trump Organization,Michael Cohen,Stephanie Clifford (AKA Stormy Daniels),Trump Tower Moscow",Lynn Walsh,Approved,,,,,
https://www.wnycstudios.org/story/trump-inc-what-learned-from-michael-cohen,What We’ve Learned From Michael Cohen,ProPublica,2019-02-28,"The Trump Organization,Michael Cohen,Stephanie Clifford (AKA Stormy Daniels),Trump Tower Moscow",Lynn Walsh,Approved,,,,,
https://www.bloomberg.com/amp/news/articles/2019-02-22/kushner-cos-said-to-seek-federal-loan-in-biggest-deal-in-decade,"Kushner Cos. Seeks Federal Loan in Biggest Deal in Decade, Sources Say",Bloomberg,2019-02-22,Kushner Companies,Lynn Walsh,Approved,,,,,
https://www.politico.com/story/2019/02/25/trump-organization-congress-investigations-1184733,Trump Organization calls on House Judiciary panel to stop investigating company,Politico,2019-02-25,The Trump Organization,Lynn Walsh,Approved,,,,,
https://www.cnn.com/2019/02/26/politics/trump-organization-kramer-levin-law-firm-house-investigation/index.html?no-st=1551372314,Trump Organization points to info removed from law firm website as it alleges conflict of interest,CNN,2019-02-26,The Trump Organization,Lynn Walsh,Approved,,,,,
https://www.nbcnews.com/news/amp/ncna977431,Trump inaugural committee hit with another subpoena,NBC,2019-02-27,"The Trump Organization,Trump Inaugural Committee",Lynn Walsh,Approved,,,,,
https://www.wnycstudios.org/story/trump-inc-nigerian-presidential-candidate-hired-trump-lobbyist-trumps-lobby,How a Nigerian Presidential Candidate Hired a Trump Lobbyist and Ended Up in Trump’s Lobby,ProPublica,2019-02-27,"The Trump Organization,Old Post Office Hotel",Lynn Walsh,Approved,,,,,
https://www.cnbc.com/amp/2019/02/22/michael-cohen-reportedly-spoke-to-prosecutors-about-trump-organization-insurance-claims.html,Michael Cohen reportedly spoke to prosecutors about Trump Organization irregularities and insurance claims,CNBC,2019-02-22,"The Trump Organization,Michael Cohen",Lynn Walsh,Approved,,,,,
https://www.mcclatchydc.com/news/politics-government/congress/article226888739.html,Billionaire Phil Ruffin says he’s the Kansan mentioned at Michael Cohen hearing,McClatchy,2019-02-27,"The Trump Organization,Trump Las Vegas,Michael Cohen,Stephanie Clifford (AKA Stormy Daniels)",Lynn Walsh,Approved,,,,,
https://www.washingtonpost.com/politics/t-mobile-acknowledges-its-patronage-of-trumps-washington-hotel-increased-sharply-after-announcement-of-merger-with-sprint/2019/03/05/d123be66-3ecb-11e9-922c-64d6b7840b82_story.html?utm_term=.4be1a70bf516,T-Mobile acknowledges its patronage of Trump’s Washington hotel increased sharply after announcement of merger with Sprint,Washington Post,2019-03-05,"Old Post Office Hotel,The Trump Organization",Heidi Johnson,Approved,,,,,
https://www.washingtonpost.com/politics/2019/03/02/trump-tweet-touting-one-his-scotland-golf-courses-greatest-world-draws-criticism/?utm_term=.62c6069d6ecc,Trump tweet touting one of his Scotland golf courses as ‘the greatest’ in the world draws criticism,Washington Post,2019-03-02,"The Trump Organization,Trump Scotland (Aberdeen and Turnberry)",Heidi Johnson,Approved,,,,,
https://www.washingtonpost.com/local/dc-politics/i-feel-like-i-know-you-trump-compliments-dc-attorney-general-suing-him/2019/03/04/61af727c-3ed1-11e9-a0d3-1210e58a94cf_story.html?utm_term=.408eaf933861,‘I feel like I know you’: Trump compliments D.C. attorney general suing him,Washington Post,2019-03-04,"The Trump Organization,Old Post Office Hotel",Heidi Johnson,Approved,,,,,
https://abcnews.go.com/amp/Politics/chairman-jerrold-nadler-60-entities-individuals-close-white/story?id=61431025,Over 60 Trump-related documents to be requested from WH: House Judiciary Chair,ABC News,2019-03-04,The Trump Organization,Lynn Walsh,Approved,,,,,
https://www.buzzfeednews.com/amphtml/tasneemnashrulla/trump-tweet-golf-course-turnberry-scotland,"Trump Promoted His Scottish Golf Course In A Tweet About Foreign Policy, Prompting Ethics Concerns",BuzzFeed,2019-03-04,Trump Scotland (Aberdeen and Turnberry),Lynn Walsh,Approved,,,,,
https://amp.cnn.com/cnn/2019/03/04/media/att-time-warner-trump-gary-cohn/index.html,Report: Trump asked Gary Cohn to block AT&T-Time Warner merger,CNN,2019-03-04,U.S Department of Justice,Lynn Walsh,Approved,,,,,
https://amp.cnn.com/cnn/2019/03/05/politics/ivanka-trump-security-clearance-pressure/index.html,President pressured staff to grant security clearance to Ivanka Trump,CNN,2019-03-06,,Lynn Walsh,Approved,,,,,
https://www.cnbc.com/amp/2019/03/05/trump-rises-51-spots-on-forbes-billionaires-list-but-his-net-worth-stays-flat-at-3point1b.html,Trump rises 51 spots on Forbes billionaires list — but his net worth stays flat at $3.1 billion,CNBC,2019-03-05,The Trump Organization,Lynn Walsh,Approved,,,,,
https://amp.cnn.com/cnn/2019/02/28/politics/trump-tower-mueller-manafort/index.html,Trump Tower and Robert Mueller reach a deal over Paul Manafort's condo fees,CNN,2019-02-28,Trump Tower Condominium,Lynn Walsh,Approved,,,,,
https://www.washingtonpost.com/politics/michael-cohen-sought-trump-pardon-attorney-says/2019/03/07/e59c84e2-40ef-11e9-85ad-779ef05fd9d8_story.html?utm_term=.16262dae39c6,Cohen’s lawyer says Trump advisers were ‘dangling’ pardons,Washington Post,2019-03-07,"The Trump Organization,Michael Cohen,Rudy Giuliani,Paul Manafort,Michael Flynn",Heidi Johnson,Approved,"4/21/2019 @Hilary Niles I agree with pardons counting. 3/16/19 HN: @Lynn Walsh I think stories about pardon power definitely count! IDK your routine for communicating with Heidi, so I'll let you write back. I'll also just note here that I assigned conflict tags for Cohen, Flynn, Manafort and Giuliani (but not Stormy Daniels or Karen MacDougal, b/c they just show up as background context for Cohen and they're not really the subject of this article.) 
3/12/19 HJ: I'm torn on this one.  It's obviously obstruction of justice, but I see it as a conflict of interest too because he's pardoning people who worked on behalf of his organization.  I'll continue to post using this theory unless instructed otherwise.",,,resolved,checked
https://www.apnews.com/20a8a9abe5ba4efabb14b6b87d628cb7,Trump donor claimed she could offer access to president,Associated Press,2019-03-11,"Mar-A-Lago Club,Trump Victory,Cindy Yang",Heidi Johnson,Approved,"4/21/2019 Thank you @Hilary Niles 3/16/19 HN: This entry used a link to a different story, so I just googled the headline and found the AP version. ",,,,checked
https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291,New York attorney general subpoenas banks about Trump projects,NBC,2019-03-12,"Deutsche Bank,Investors Savings Bank,The Trump Organization,Old Post Office Hotel,Trump National Doral,Trump Chicago,Trump Park Avenue,Michael Cohen,Buffalo Bills",Bob Goldstraw,Approved,,,,,checked
https://www.cnn.com/2019/03/12/politics/t-mobile-ceo-democrats/index.html,Democrats grill T-Mobile CEO for Trump hotel stays,CNN,2019-03-12,"Old Post Office Hotel,T-Mobile",Bob Goldstraw,Approved,,,,,checked
https://www.nbcnews.com/politics/congress/cummings-seeks-testimony-two-more-trump-attorneys-about-cohen-payments-n981586,Cummings seeks testimony from two more Trump attorneys about Cohen payments,NBC,2019-03-11,"Stephanie Clifford (AKA Stormy Daniels),Michael Cohen,Sheri Dillon,Stefan Passantino,Allen Weisselberg",Bob Goldstraw,Approved,,,,,checked
https://www.cnn.com/2019/03/07/media/house-democrats-att-time-warner-trump/index.html,House Democrats want records on Trump's reported involvement in AT&T-Time Warner deal,CNN,2019-03-12,"AT&T,Gary Cohn,CNN,U.S Department of Justice",Bob Goldstraw,Approved,,,,,checked
https://www.motherjones.com/politics/2019/03/head-of-asian-gop-group-says-he-wouldnt-rule-out-illegal-foreign-donations-to-trump/,Head of Asian GOP Group Says He “Wouldn’t Rule Out” Illegal Foreign Donations to Trump,Mother Jones,2018-03-15,"Cindy Yang,Mar-A-Lago Club,Trump Victory",Hilary Niles,Approved,"3/15/19 HN: Same topic as Heidi's AP story, but this has more detail. ",,,,checked
https://www.thisisinsider.com/jho-low-1mdb-trump-donation-justice-department-investigation-2019-3,The Justice Department is investigating if a Trump fundraising committee received money from the biggest financial scammer of all time,Insider,2018-03-13,"Trump Victory,Jho Low",Hilary Niles,Approved,"4/21/2019 LW: It looks like Insider is the new name for Business Insider 3/16/2019 HN: Note, the publication appears to be the parent of Business Insider? ",,,,checked
https://www.motherjones.com/politics/2018/08/samuel-patten-paul-manafort-foreign-lobbying/,Political Operative Tied to Paul Manafort Charged With Illegal Foreign Lobbying,Mother Jones,2018-08-31,"Trump Inaugural Committee,Samuel Patten,Paul Manafort",Hilary Niles,Approved,"3/16/2019: This is an older article that I came across while researching other, current speculation that Trump Victory may have accepted illegal contributions from foreign nationals. I thought it was worth including because it demonstrates precedent",,,,checked
https://www.washingtonpost.com/outlook/trumps-businesses-are-full-of-dirty-russian-money-the-scandal-is-thats-legal/2019/03/29/11b812da-5171-11e9-88a1-ed346f0ec94f_story.html?utm_term=.d0057d897f1f,Trump’s businesses are full of dirty Russian money. The scandal is that it’s legal.,Washington Post,2019-03-29,"Russia,The Trump Organization",Heidi Johnson,Rejected,"4/21/2019 LW: I think this is too opinion for our purposes
",,,,
https://www.washingtonpost.com/politics/trumps-legal-troubles-are-far-from-over-even-as-mueller-probe-ends/2019/03/23/397fd1e8-4d68-11e9-93d0-64dbcf38ba41_story.html?utm_term=.05776787f816,Trump’s legal troubles are far from over even as Mueller probe ends,Washington Post,2019-03-23,The Trump Organization,Heidi Johnson,Approved,,,,,
https://www.washingtonpost.com/local/legal-issues/trump-hotel-emoluments-case-is-at-federal-appeals-court-as-president-asks-for-it-to-be-thrown-out/2019/03/18/520c10bc-473e-11e9-90f0-0ccfeec87a61_story.html?utm_term=.64b520047f27,Judges seem skeptical Trump is illegally profiting from his D.C. hotel,Washington Post,2019-03-19,"Old Post Office Hotel,The Trump Organization",Heidi Johnson,Approved,,,,,
https://www.washingtonpost.com/politics/house-democrats-to-question-former-business-associate-of-trump-as-part-of-probe/2019/03/20/cf191318-4b4c-11e9-b871-978e5c757325_story.html?utm_term=.3c4fb08b5a4b,House Democrats to question former business associate of Trump as part of probe,Washington Post,2019-03-20,"Russia,The Trump Organization",Heidi Johnson,Approved,,,,,
https://www.npr.org/2019/03/19/704700582/appeals-court-in-virginia-to-hear-arguments-in-trump-hotel-lawsuit,Appeals Court In Virginia To Hear Arguments In Trump Hotel Lawsuit,NPR,2019-03-19,"Old Post Office Hotel,The Trump Organization",Heidi Johnson,Approved,,,,,
https://www.npr.org/2019/03/15/702352447/committee-probe-of-trump-organization-could-derail-infrastructure-talks,Committee Probe Of Trump Organization Could Derail Infrastructure Talks,NPR,2019-03-15,"Old Post Office Hotel,The Trump Organization",Heidi Johnson,Approved,,,,,
https://www.cnn.com/2019/04/06/politics/saudi-us-citizens-arrests-trump/,"US citizen arrests set to deepen divide between Trump, GOP over Saudi Arabia",CNN,2019-04-06,Saudi Arabia,Bob Goldstraw,Rejected,"4/21/2019 LW: I do not think this is related enough to the conflict of interest work we are focusing on here.
",,,,
https://www.nbcnews.com/politics/donald-trump/donors-trump-inaugural-committee-got-ambassador-nominations-are-they-qualified-n990116,Donors to the Trump inaugural committee got ambassador nominations. But are they qualified?,NBC,2019-04-03,Trump Inaugural Committee,Bob Goldstraw,Approved,,,,,
https://www.cnn.com/2019/04/10/politics/defense-department-300000-at-trump-properties/index.html,"Defense Department charged $300,000 at Trump properties since 2017",CNN,2019-04-10,"Trump Hotel,Trump National Doral,The Trump Organization",Bob Goldstraw,Approved,,,,,
https://www.cnn.com/2019/04/09/politics/mnuchin-tax-returns-trump/index.html,"Mnuchin clashes with Waters, defends consultation with White House on Trump tax returns",CNN,2019-04-09,U.S. Treasury Department,Bob Goldstraw,Approved,,,,,
https://www.cnn.com/2019/04/04/politics/donald-trump-tax-returns-unseen-secret/index.html,Congress wants to reveal Trump's biggest secret,CNN,2019-04-04,,Bob Goldstraw,Rejected,04/21/2019 LW: This is opinion so not including it,,,,
https://www.nbcnews.com/politics/congress/house-committees-subpoena-trump-s-bank-records-n994991,House committees subpoena Trump's bank records,NBC,2019-04-16,Deutsche Bank,Bob Goldstraw,Approved,,,,,
https://www.cnn.com/2019/04/15/politics/deutsche-bank-subpoena/index.html,"House committees issue subpoenas to Deutsche Bank, JP Morgan Chase, Citigroup, Bank of America to probe Trump's finances",CNN,2019-04-16,"JP Morgan Chase,Deutsche Bank,Citi Group,Bank of America",Bob Goldstraw,Approved,,,,,
https://www.politifact.com/truth-o-meter/article/2019/apr/18/context-comparing-bill-barrs-summary-mueller-repor/,In Context: Comparing Bill Barr’s summary of Mueller's findings to the publicly released report,Politifact,2019-04-18,"FBI,U.S Department of Justice,Russia",Lynn Walsh,Approved,,,,,
http://time.com/5567077/mueller-report-release/,Here Are the Biggest Takeaways From the Mueller Report,Time Magazine,2019-04-18,"Russia,FBI,U.S Department of Justice",Lynn Walsh,Approved,,,,,
https://www.cnn.com/politics/live-news/robert-mueller-report-public/index.html,The Mueller report is out,CNN,2019-04-18,"FBI,Russia,U.S Department of Justice",Lynn Walsh,Approved,,,,,
https://www.palmbeachpost.com/news/20190412/undisclosed-cash-flowed-at-trump-inaugural-ball-with-ties-to-china-embattled-saipan-casino,"Undisclosed cash flowed at Trump inaugural ball with ties to China, embattled Saipan casino",Palm Beach Post,2019-04-12,"Trump Inaugural Committee,National Committee of Asian American Republicans",Lynn Walsh,Approved,,,,,
https://www.cnn.com/2019/04/18/politics/mueller-trump-golf-club/index.html,Mueller explains why his family left Trump's golf club,CNN,2019-04-18,Trump National Golf Club - Washington DC,Lynn Walsh,Approved,,,,,
https://www.nytimes.com/interactive/2019/04/18/us/politics/mueller-report-document.html?mtrref=www.google.com,Read the Mueller Report: Searchable Document and Index,New York Times,2019-04-18,"Russia,U.S Department of Justice,FBI",Lynn Walsh,Approved,,,,,
https://www.washingtonpost.com/graphics/2019/politics/read-the-mueller-report/?noredirect=on&utm_term=.89d65591f96b,"The Mueller report, annotated",Washington Post,2019-04-20,"Russia,FBI,U.S Department of Justice",Lynn Walsh,Approved,,,,,
